S1,S2,D4,D5,D6,Hid_Ethnicity_Buckets,S12r3,VL2,NFL3,NFL4,S15r1,S15r2,S15r3,S15r4,S15r5,S15r6,S15r7,S15r8,S15r9,S15r10,S15r11,S13r1,S13r2,S13r3,S13r4,VL1r1,VL1r2,VL1r3,VL1r4,VL1r5,VL1r6,VL1r7,VL1r8,VL1r9,VL1r10,VL1r11,VL1r12,VL1r13,VL1r14,VL1r15,VL3r1,VL3r2,VL3r3,VL3r4,VL3r5,VL3r6,VL4r1,VL4r2,VL4r3,VL4r4,VL4r5,VL4r6,TEAM6r1,TEAM6r2,TEAM6r3,TEAM6r4,TEAM6r5,TEAM6r6,TEAM6r7,TEAM6r8,TEAM6r9,TEAM6r10,TEAM6r11,TEAM6r12,TEAM6r13,TEAM6r14,TEAM6r15,TEAM6r16,TEAM6r17,TEAM6r18,TEAM6r19,TEAM6r20,TEAM6r21,TEAM6r22,TEAM6r23,TEAM6r24,TEAM6r25,TEAM6r26,TEAM6r27,TEAM6r28,TEAM6r29,TEAM6r30,TEAM6r31,TEAM6r32,NFL1r1,NFL1r2,NFL1r3,NFL1r4,NFL2r1,NFL2r2,NFL2r3,NFL2r4,NFL2r5,Fan_magnitude,TEAM6_sum
1,69,5,5,2,1,15,1.0,1.0,1.0,6.0,6.0,6.0,4.0,6.0,4.0,0.0,4.0,0.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,14.966629547095765,15
1,41,3,1,5,1,3,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,7.54983443527075,12
1,43,6,1,5,3,20,6.0,1.0,2.0,5.0,6.0,5.0,0.0,5.0,0.0,5.0,4.0,4.0,5.0,4.0,12.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.45683229480096,17
1,36,3,1,5,3,2,4.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.48528137423857,4
1,66,5,2,2,1,6,3.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,3.0,7.681145747868608,6
1,53,3,1,5,1,4,4.0,1.0,1.0,5.0,2.0,6.0,2.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0,4,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,11.40175425099138,16
1,58,2,3,2,1,8,4.0,3.0,1.0,6.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.532562594670797,16
1,38,1,3,4,2,2,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,5.0,4.242640687119285,6
1,33,3,1,4,1,4,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.165750888103101,13
1,60,4,1,6,3,2,3.0,3.0,1.0,4.0,4.0,5.0,5.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,10.44030650891055,4
1,66,6,1,5,1,4,2.0,1.0,1.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2,0,3,0,0,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,8.12403840463596,14
1,39,6,1,6,1,2,4.0,3.0,3.0,6.0,6.0,5.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0,2,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,12.84523257866513,12
1,55,3,1,3,1,1,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,5.830951894845301,13
1,37,2,4,1,2,10,6.0,3.0,1.0,6.0,6.0,4.0,3.0,5.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,12.288205727444508,15
1,68,5,1,6,1,14,5.0,4.0,1.0,6.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,9.746794344808963,16
1,57,3,1,4,1,5,6.0,3.0,1.0,6.0,5.0,5.0,0.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,4,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.114877048604,14
1,49,5,1,6,1,5,6.0,5.0,2.0,6.0,5.0,6.0,5.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13.856406460551018,17
1,50,4,3,4,1,20,3.0,1.0,1.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,14.212670403551895,16
1,60,6,1,6,1,9,3.0,2.0,2.0,6.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.746794344808963,4
1,60,2,5,5,1,1,3.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3
1,41,5,1,5,1,1,4.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,7.681145747868608,7
1,49,2,5,6,1,10,1.0,1.0,1.0,6.0,0.0,6.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,12.165525060596439,9
1,60,5,1,5,2,2,6.0,3.0,1.0,6.0,6.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,13.038404810405298,11
1,38,6,1,6,3,4,6.0,4.0,3.0,4.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,9.643650760992955,15
1,31,2,1,4,1,10,4.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,8.12403840463596,11
1,47,4,4,4,3,8,5.0,3.0,3.0,6.0,6.0,5.0,4.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,13.379088160259652,17
1,18,7,3,1,2,1,1.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,2.0,7.810249675906654,4
1,42,5,1,2,3,10,6.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,0.0,5.0,0.0,6.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14.798648586948742,20
1,38,4,1,5,3,10,6.0,4.0,3.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.165750888103101,20
1,28,2,3,3,1,1,3.0,1.0,1.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,10.63014581273465,11
1,71,2,5,5,1,20,3.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,3.0,3.0,11.090536506409418,8
1,36,3,1,1,3,13,6.0,5.0,3.0,6.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.36931687685298,16
1,52,4,1,4,3,4,6.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,4,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.180339887498949,20
1,62,2,3,5,1,15,5.0,1.0,1.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,8.54400374531753,12
1,41,5,1,6,1,7,6.0,5.0,3.0,6.0,5.0,3.0,5.0,6.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,12.489995996796797,7
1,26,4,1,5,3,11,3.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.409673645990857,20
1,26,6,1,5,1,4,3.0,1.0,5.0,5.0,5.0,4.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,11.269427669584644,15
1,37,4,1,5,3,2,2.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,4.0,4.0,7.810249675906654,2
1,62,5,1,4,1,20,3.0,1.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,10.770329614269007,16
1,38,5,1,6,3,5,5.0,3.0,3.0,5.0,6.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,13.114877048604,11
1,49,6,1,5,1,6,3.0,1.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,11.090536506409418,12
1,51,3,1,5,1,9,6.0,5.0,1.0,6.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,9.848857801796104,8
1,36,1,3,2,1,1,4.0,4.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,6.782329983125268,12
1,64,6,5,6,1,2,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,7.54983443527075,10
